,Year,Province,Products,VALUE
6353,2017,Quebec,Meals from accommodation,
6354,2017,Quebec,Meals from restaurants,
6355,2017,Quebec,Alcoholic beverages from accommodation,
6356,2017,Quebec,Alcoholic beverages from restaurants,
6357,2017,Quebec,Meals and alcoholic beverages from other tourism industries,
6358,2017,Quebec,Total other tourism products,683.2
6359,2017,Quebec,Recreation and entertainment,
6360,2017,Quebec,Travel services,
6361,2017,Quebec,Convention fees,
6362,2017,Quebec,Pre-trip expenses,
6363,2017,Quebec,Total other products,1001.1
6364,2017,Quebec,Groceries,
6365,2017,Quebec,"Beer, wine, and liquor from stores",
6366,2017,Quebec,Urban transit and parking,
6367,2017,Quebec,Miscellaneous products,
6368,2017,Quebec,Total tourism expenditures,2.5
6369,2017,Quebec,Total tourism products,34.3
6370,2017,Quebec,Total transportation,32.9
6371,2017,Quebec,Passenger air transport,91.5
6372,2017,Quebec,Passenger rail transport,93.5
6373,2017,Quebec,Passenger water transport,34.0
6374,2017,Quebec,"Interurban, charter and tour bus transport",28.0
6375,2017,Quebec,Taxis,15.4
6376,2017,Quebec,Vehicle rental,34.5
6377,2017,Quebec,Vehicle repairs and parts,17.2
6378,2017,Quebec,Vehicle fuel,17.2
6379,2017,Quebec,Total accommodation,98.1
6380,2017,Quebec,Hotels,99.7
6381,2017,Quebec,Motels,81.1
6382,2017,Quebec,Camping,94.2
6383,2017,Quebec,Other accommodation,96.9
6384,2017,Quebec,Total food and beverage services,19.1
6385,2017,Quebec,Meals from accommodation,19.2
6386,2017,Quebec,Meals from restaurants,19.2
6387,2017,Quebec,Alcoholic beverages from accommodation,18.6
6388,2017,Quebec,Alcoholic beverages from restaurants,18.6
6389,2017,Quebec,Meals and alcoholic beverages from other tourism industries,18.9
6390,2017,Quebec,Total other tourism products,46.7
6391,2017,Quebec,Recreation and entertainment,25.1
6392,2017,Quebec,Travel services,98.0
6393,2017,Quebec,Convention fees,99.7
6394,2017,Quebec,Pre-trip expenses,100.0
6395,2017,Quebec,Total other products,0.4
6396,2017,Quebec,Groceries,4.2
6397,2017,Quebec,"Beer, wine, and liquor from stores",4.0
6398,2017,Quebec,Urban transit and parking,4.9
6399,2017,Quebec,Miscellaneous products,0.2
6400,2017,Ontario,Total tourism expenditures,1550918.5
6401,2017,Ontario,Total tourism products,86594.1
6402,2017,Ontario,Total transportation,37654.1
6403,2017,Ontario,Passenger air transport,7828.5
6404,2017,Ontario,Passenger rail transport,128.2
6405,2017,Ontario,Passenger water transport,19.0
6406,2017,Ontario,"Interurban, charter and tour bus transport",746.3
6407,2017,Ontario,Taxis,1268.6
6408,2017,Ontario,Vehicle rental,1439.3
6409,2017,Ontario,Vehicle repairs and parts,9717.3
6410,2017,Ontario,Vehicle fuel,16506.9
6411,2017,Ontario,Total accommodation,5194.4
6412,2017,Ontario,Hotels,4274.4
6413,2017,Ontario,Motels,229.6
6414,2017,Ontario,Camping,390.1
6415,2017,Ontario,Other accommodation,300.3
6416,2017,Ontario,Total food and beverage services,29913.8
6417,2017,Ontario,Meals from accommodation,758.2
6418,2017,Ontario,Meals from restaurants,24357.0
6419,2017,Ontario,Alcoholic beverages from accommodation,255.5
6420,2017,Ontario,Alcoholic beverages from restaurants,3679.6
6421,2017,Ontario,Meals and alcoholic beverages from other tourism industries,863.5
6422,2017,Ontario,Total other tourism products,13831.8
6423,2017,Ontario,Recreation and entertainment,9981.8
6424,2017,Ontario,Travel services,2179.7
6425,2017,Ontario,Convention fees,364.7
6426,2017,Ontario,Pre-trip expenses,1305.6
6427,2017,Ontario,Total other products,1464324.4
6428,2017,Ontario,Groceries,41037.1
6429,2017,Ontario,"Beer, wine, and liquor from stores",7946.2
6430,2017,Ontario,Urban transit and parking,2433.8
6431,2017,Ontario,Miscellaneous products,1412907.3
6432,2017,Ontario,Total tourism expenditures,33664.1
6433,2017,Ontario,Total tourism products,28741.9
6434,2017,Ontario,Total transportation,12644.1
6435,2017,Ontario,Passenger air transport,7334.0
6436,2017,Ontario,Passenger rail transport,119.6
6437,2017,Ontario,Passenger water transport,15.8
6438,2017,Ontario,"Interurban, charter and tour bus transport",333.6
6439,2017,Ontario,Taxis,236.9
6440,2017,Ontario,Vehicle rental,492.2
6441,2017,Ontario,Vehicle repairs and parts,1523.8
6442,2017,Ontario,Vehicle fuel,2588.2
6443,2017,Ontario,Total accommodation,4942.3
6444,2017,Ontario,Hotels,4086.0
6445,2017,Ontario,Motels,197.8
6446,2017,Ontario,Camping,367.5
6447,2017,Ontario,Other accommodation,291.0
6448,2017,Ontario,Total food and beverage services,5345.8
6449,2017,Ontario,Meals from accommodation,136.1
6450,2017,Ontario,Meals from restaurants,4359.5
6451,2017,Ontario,Alcoholic beverages from accommodation,45.3
6452,2017,Ontario,Alcoholic beverages from restaurants,651.0
6453,2017,Ontario,Meals and alcoholic beverages from other tourism industries,153.9
6454,2017,Ontario,Total other tourism products,5809.7
6455,2017,Ontario,Recreation and entertainment,2019.3
6456,2017,Ontario,Travel services,2136.1
6457,2017,Ontario,Convention fees,348.7
6458,2017,Ontario,Pre-trip expenses,1305.6
6459,2017,Ontario,Total other products,4922.2
6460,2017,Ontario,Groceries,1747.3
6461,2017,Ontario,"Beer, wine, and liquor from stores",332.8
6462,2017,Ontario,Urban transit and parking,87.0
6463,2017,Ontario,Miscellaneous products,2755.1
6464,2017,Ontario,Total tourism expenditures,20317.7
6465,2017,Ontario,Total tourism products,17393.3
6466,2017,Ontario,Total transportation,8222.1
6467,2017,Ontario,Passenger air transport,4267.6
6468,2017,Ontario,Passenger rail transport,86.9
6469,2017,Ontario,Passenger water transport,8.8
6470,2017,Ontario,"Interurban, charter and tour bus transport",134.1
6471,2017,Ontario,Taxis,109.6
6472,2017,Ontario,Vehicle rental,123.7
6473,2017,Ontario,Vehicle repairs and parts,1293.7
6474,2017,Ontario,Vehicle fuel,2197.7
6475,2017,Ontario,Total accommodation,1889.2
6476,2017,Ontario,Hotels,1402.5
6477,2017,Ontario,Motels,108.5
6478,2017,Ontario,Camping,280.1
6479,2017,Ontario,Other accommodation,98.1
6480,2017,Ontario,Total food and beverage services,3339.3
6481,2017,Ontario,Meals from accommodation,84.8
6482,2017,Ontario,Meals from restaurants,2725.1
6483,2017,Ontario,Alcoholic beverages from accommodation,28.1
6484,2017,Ontario,Alcoholic beverages from restaurants,405.2
6485,2017,Ontario,Meals and alcoholic beverages from other tourism industries,96.1
6486,2017,Ontario,Total other tourism products,3942.7
6487,2017,Ontario,Recreation and entertainment,1111.9
6488,2017,Ontario,Travel services,1335.3
6489,2017,Ontario,Convention fees,189.9
6490,2017,Ontario,Pre-trip expenses,1305.6
6491,2017,Ontario,Total other products,2924.4
6492,2017,Ontario,Groceries,1144.4
6493,2017,Ontario,"Beer, wine, and liquor from stores",218.0
6494,2017,Ontario,Urban transit and parking,61.2
6495,2017,Ontario,Miscellaneous products,1500.8
6496,2017,Ontario,Total tourism expenditures,13346.2
6497,2017,Ontario,Total tourism products,11348.4
6498,2017,Ontario,Total transportation,4422.0
6499,2017,Ontario,Passenger air transport,3066.4
6500,2017,Ontario,Passenger rail transport,32.7
6501,2017,Ontario,Passenger water transport,7.0
6502,2017,Ontario,"Interurban, charter and tour bus transport",199.6
6503,2017,Ontario,Taxis,127.3
6504,2017,Ontario,Vehicle rental,368.5
6505,2017,Ontario,Vehicle repairs and parts,230.0
6506,2017,Ontario,Vehicle fuel,390.5
6507,2017,Ontario,Total accommodation,3053.1
6508,2017,Ontario,Hotels,2683.5
6509,2017,Ontario,Motels,89.3
6510,2017,Ontario,Camping,87.4
6511,2017,Ontario,Other accommodation,192.9
6512,2017,Ontario,Total food and beverage services,2006.4
6513,2017,Ontario,Meals from accommodation,51.3
6514,2017,Ontario,Meals from restaurants,1634.3
6515,2017,Ontario,Alcoholic beverages from accommodation,17.2
6516,2017,Ontario,Alcoholic beverages from restaurants,245.8
6517,2017,Ontario,Meals and alcoholic beverages from other tourism industries,57.8
6518,2017,Ontario,Total other tourism products,1866.9
6519,2017,Ontario,Recreation and entertainment,907.4
6520,2017,Ontario,Travel services,800.8
6521,2017,Ontario,Convention fees,158.7
6522,2017,Ontario,Pre-trip expenses,0.0
6523,2017,Ontario,Total other products,1997.8
6524,2017,Ontario,Groceries,602.9
6525,2017,Ontario,"Beer, wine, and liquor from stores",114.8
6526,2017,Ontario,Urban transit and parking,25.8
6527,2017,Ontario,Miscellaneous products,1254.3
6528,2017,Ontario,Total tourism expenditures,4145.2
6529,2017,Ontario,Total tourism products,3784.9
6530,2017,Ontario,Total transportation,1630.7
6531,2017,Ontario,Passenger air transport,1229.2
6532,2017,Ontario,Passenger rail transport,7.2
6533,2017,Ontario,Passenger water transport,1.9
6534,2017,Ontario,"Interurban, charter and tour bus transport",24.2
6535,2017,Ontario,Taxis,36.7
6536,2017,Ontario,Vehicle rental,120.4
6537,2017,Ontario,Vehicle repairs and parts,78.3
6538,2017,Ontario,Vehicle fuel,132.8
6539,2017,Ontario,Total accommodation,772.7
6540,2017,Ontario,Hotels,680.1
6541,2017,Ontario,Motels,29.1
6542,2017,Ontario,Camping,48.3
6543,2017,Ontario,Other accommodation,15.2
6544,2017,Ontario,Total food and beverage services,585.9
6545,2017,Ontario,Meals from accommodation,15.3
6546,2017,Ontario,Meals from restaurants,477.7
6547,2017,Ontario,Alcoholic beverages from accommodation,5.1
6548,2017,Ontario,Alcoholic beverages from restaurants,71.0
6549,2017,Ontario,Meals and alcoholic beverages from other tourism industries,16.8
6550,2017,Ontario,Total other tourism products,795.6
6551,2017,Ontario,Recreation and entertainment,167.3
6552,2017,Ontario,Travel services,605.8
6553,2017,Ontario,Convention fees,22.5
6554,2017,Ontario,Pre-trip expenses,0.0
6555,2017,Ontario,Total other products,360.3
6556,2017,Ontario,Groceries,138.6
6557,2017,Ontario,"Beer, wine, and liquor from stores",26.4
6558,2017,Ontario,Urban transit and parking,17.8
6559,2017,Ontario,Miscellaneous products,177.5
6560,2017,Ontario,Total tourism expenditures,9201.0
6561,2017,Ontario,Total tourism products,7563.5
6562,2017,Ontario,Total transportation,2791.3
6563,2017,Ontario,Passenger air transport,1837.2
6564,2017,Ontario,Passenger rail transport,25.5
6565,2017,Ontario,Passenger water transport,5.2
6566,2017,Ontario,"Interurban, charter and tour bus transport",175.4
6567,2017,Ontario,Taxis,90.6
6568,2017,Ontario,Vehicle rental,248.1
6569,2017,Ontario,Vehicle repairs and parts,151.7
6570,2017,Ontario,Vehicle fuel,257.6
6571,2017,Ontario,Total accommodation,2280.3
6572,2017,Ontario,Hotels,2003.4
6573,2017,Ontario,Motels,60.2
6574,2017,Ontario,Camping,39.0
6575,2017,Ontario,Other accommodation,177.7
6576,2017,Ontario,Total food and beverage services,1420.4
6577,2017,Ontario,Meals from accommodation,36.0
6578,2017,Ontario,Meals from restaurants,1156.6
6579,2017,Ontario,Alcoholic beverages from accommodation,12.1
6580,2017,Ontario,Alcoholic beverages from restaurants,174.7
6581,2017,Ontario,Meals and alcoholic beverages from other tourism industries,41.0
6582,2017,Ontario,Total other tourism products,1071.5
6583,2017,Ontario,Recreation and entertainment,740.2
6584,2017,Ontario,Travel services,195.0
6585,2017,Ontario,Convention fees,136.3
6586,2017,Ontario,Pre-trip expenses,0.0
6587,2017,Ontario,Total other products,1637.5
6588,2017,Ontario,Groceries,464.3
6589,2017,Ontario,"Beer, wine, and liquor from stores",88.4
6590,2017,Ontario,Urban transit and parking,8.0
6591,2017,Ontario,Miscellaneous products,1076.8
6592,2017,Ontario,Total tourism expenditures,27856.3
6593,2017,Ontario,Total tourism products,24513.4
6594,2017,Ontario,Total transportation,9461.6
6595,2017,Ontario,Passenger air transport,
6596,2017,Ontario,Passenger rail transport,
6597,2017,Ontario,Passenger water transport,
6598,2017,Ontario,"Interurban, charter and tour bus transport",
6599,2017,Ontario,Taxis,
6600,2017,Ontario,Vehicle rental,
6601,2017,Ontario,Vehicle repairs and parts,
6602,2017,Ontario,Vehicle fuel,
6603,2017,Ontario,Total accommodation,7841.9
6604,2017,Ontario,Hotels,
6605,2017,Ontario,Motels,
6606,2017,Ontario,Camping,
6607,2017,Ontario,Other accommodation,
6608,2017,Ontario,Total food and beverage services,4682.2
6609,2017,Ontario,Meals from accommodation,
6610,2017,Ontario,Meals from restaurants,
6611,2017,Ontario,Alcoholic beverages from accommodation,
6612,2017,Ontario,Alcoholic beverages from restaurants,
6613,2017,Ontario,Meals and alcoholic beverages from other tourism industries,
6614,2017,Ontario,Total other tourism products,2527.7
6615,2017,Ontario,Recreation and entertainment,
6616,2017,Ontario,Travel services,
6617,2017,Ontario,Convention fees,
6618,2017,Ontario,Pre-trip expenses,
6619,2017,Ontario,Total other products,3342.8
6620,2017,Ontario,Groceries,
6621,2017,Ontario,"Beer, wine, and liquor from stores",
6622,2017,Ontario,Urban transit and parking,
6623,2017,Ontario,Miscellaneous products,
6624,2017,Ontario,Total tourism expenditures,4980.1
6625,2017,Ontario,Total tourism products,4390.3
6626,2017,Ontario,Total transportation,1755.0
6627,2017,Ontario,Passenger air transport,1128.0
6628,2017,Ontario,Passenger rail transport,35.0
6629,2017,Ontario,Passenger water transport,16.2
6630,2017,Ontario,"Interurban, charter and tour bus transport",15.4
6631,2017,Ontario,Taxis,29.3
6632,2017,Ontario,Vehicle rental,185.5
6633,2017,Ontario,Vehicle repairs and parts,144.9
6634,2017,Ontario,Vehicle fuel,200.7
6635,2017,Ontario,Total accommodation,978.9
6636,2017,Ontario,Hotels,863.2
6637,2017,Ontario,Motels,37.5
6638,2017,Ontario,Camping,39.8
6639,2017,Ontario,Other accommodation,38.4
6640,2017,Ontario,Total food and beverage services,852.7
6641,2017,Ontario,Meals from accommodation,31.2
6642,2017,Ontario,Meals from restaurants,661.7
6643,2017,Ontario,Alcoholic beverages from accommodation,17.4
6644,2017,Ontario,Alcoholic beverages from restaurants,113.2
6645,2017,Ontario,Meals and alcoholic beverages from other tourism industries,29.2
6646,2017,Ontario,Total other tourism products,803.7
6647,2017,Ontario,Recreation and entertainment,334.8
6648,2017,Ontario,Travel services,441.5
6649,2017,Ontario,Convention fees,27.4
6650,2017,Ontario,Pre-trip expenses,
6651,2017,Ontario,Total other products,589.8
6652,2017,Ontario,Groceries,253.1
6653,2017,Ontario,"Beer, wine, and liquor from stores",57.4
6654,2017,Ontario,Urban transit and parking,13.9
6655,2017,Ontario,Miscellaneous products,265.4
6656,2017,Ontario,Total tourism expenditures,22876.2
6657,2017,Ontario,Total tourism products,20123.1
6658,2017,Ontario,Total transportation,7706.5
6659,2017,Ontario,Passenger air transport,
6660,2017,Ontario,Passenger rail transport,
6661,2017,Ontario,Passenger water transport,
6662,2017,Ontario,"Interurban, charter and tour bus transport",
6663,2017,Ontario,Taxis,
6664,2017,Ontario,Vehicle rental,
6665,2017,Ontario,Vehicle repairs and parts,
6666,2017,Ontario,Vehicle fuel,
6667,2017,Ontario,Total accommodation,6863.1
6668,2017,Ontario,Hotels,
6669,2017,Ontario,Motels,
6670,2017,Ontario,Camping,
6671,2017,Ontario,Other accommodation,
6672,2017,Ontario,Total food and beverage services,3829.5
6673,2017,Ontario,Meals from accommodation,
6674,2017,Ontario,Meals from restaurants,
6675,2017,Ontario,Alcoholic beverages from accommodation,
6676,2017,Ontario,Alcoholic beverages from restaurants,
6677,2017,Ontario,Meals and alcoholic beverages from other tourism industries,
6678,2017,Ontario,Total other tourism products,1724.1
6679,2017,Ontario,Recreation and entertainment,
6680,2017,Ontario,Travel services,
6681,2017,Ontario,Convention fees,
6682,2017,Ontario,Pre-trip expenses,
6683,2017,Ontario,Total other products,2753.1
6684,2017,Ontario,Groceries,
6685,2017,Ontario,"Beer, wine, and liquor from stores",
6686,2017,Ontario,Urban transit and parking,
6687,2017,Ontario,Miscellaneous products,
6688,2017,Ontario,Total tourism expenditures,2.2
6689,2017,Ontario,Total tourism products,33.2
6690,2017,Ontario,Total transportation,33.6
6691,2017,Ontario,Passenger air transport,93.7
6692,2017,Ontario,Passenger rail transport,93.2
6693,2017,Ontario,Passenger water transport,83.3
6694,2017,Ontario,"Interurban, charter and tour bus transport",44.7
6695,2017,Ontario,Taxis,18.7
6696,2017,Ontario,Vehicle rental,34.2
6697,2017,Ontario,Vehicle repairs and parts,15.7
6698,2017,Ontario,Vehicle fuel,15.7
6699,2017,Ontario,Total accommodation,95.1
6700,2017,Ontario,Hotels,95.6
6701,2017,Ontario,Motels,86.1
6702,2017,Ontario,Camping,94.2
6703,2017,Ontario,Other accommodation,96.9
6704,2017,Ontario,Total food and beverage services,17.9
6705,2017,Ontario,Meals from accommodation,18.0
6706,2017,Ontario,Meals from restaurants,17.9
6707,2017,Ontario,Alcoholic beverages from accommodation,17.7
6708,2017,Ontario,Alcoholic beverages from restaurants,17.7
6709,2017,Ontario,Meals and alcoholic beverages from other tourism industries,17.8
6710,2017,Ontario,Total other tourism products,42.0
6711,2017,Ontario,Recreation and entertainment,20.2
6712,2017,Ontario,Travel services,98.0
6713,2017,Ontario,Convention fees,95.6
6714,2017,Ontario,Pre-trip expenses,100.0
6715,2017,Ontario,Total other products,0.3
6716,2017,Ontario,Groceries,4.3
6717,2017,Ontario,"Beer, wine, and liquor from stores",4.2
6718,2017,Ontario,Urban transit and parking,3.6
6719,2017,Ontario,Miscellaneous products,0.2
6720,2017,Manitoba,Total tourism expenditures,126115.5
6721,2017,Manitoba,Total tourism products,7915.7
